ZIP,NAME,FACILITY_TYPE,latitude,longitude
33181,MAST @ FIU Biscayne Bay Campus,Public School,25.91024,-80.13947
33157,Dr. Henry E. Perrine Academy of the Arts,Public School,25.61537,-80.33586
33161,North Miami Adult Education,Public School,25.89694,-80.1833
33162,John F. Kennedy Middle,Public School,25.92981,-80.17862
33144,Transportation Center Central East,Public School,25.76729,-80.3093
33135,Auburndale Elementary PLC-H1,Public School,25.7672,-80.25064
33156,Palmetto Middle,Public School,25.65233,-80.3126
33132,New World School of the Arts,Public School,25.77638,-80.19321
33196,Oliver Hoover Elementary,Public School,25.68163,-80.43632
33176,William Lehman Elementary,Public School,25.66708,-80.37984
33125,Citrus Grove K-8 Center,Public School,25.77852,-80.23062
33130,Ada Merritt K-8 Center,Public School,25.77055,-80.20483
33142,Georgia Jones-Ayers Middle,Public School,25.81764,-80.21882
33155,Everglades K-8 Center,Public School,25.75539,-80.33147
33179,Madie Ives K-8 Preparatory Academy,Public School,25.9672,-80.17468
33154,Ruth K. Broad/Bay Harbor K-8 Center,Public School,25.88414,-80.13211
33147,Dr. Henry W. Mack/West Little K-8 Center,Public School,25.85037,-80.23884
33173,Snapper Creek Elementary,Public School,25.70893,-80.35788
33150,Edison Park K-8 Center,Public School,25.83576,-80.20478
33142,Agenoria S. Paschal/ Olinda Elementary School,Public School,25.82589,-80.23118
33016,Jose Marti Mathematics & Science Technology Academy,Public School,25.87485,-80.33053
33168,Thomas Jefferson Biscayne Gardens K-8 Academy,Public School,25.90989,-80.20812
33167,Transportation Center John H Schee,Public School,25.8861,-80.2439
33032,Air Base K-8 Center for International Education,Public School,25.51481,-80.39867
33142,Brownsville Middle,Public School,25.81955,-80.23555
33172,Ruben Dario Middle,Public School,25.77154,-80.35436
33013,Palm Springs Elementary,Public School,25.88001,-80.28103
33172,ITS Annex Warehouse,Public School,25.79895,-80.36641
33150,Miami Northwestern Senior High,Public School,25.83898,-80.21392
33147,William H. Turner Technical Arts High School,Public School,25.86717,-80.2293
33054,Dr. Robert  B. Ingram Elementary,Public School,25.90445,-80.24784
33056,Brentwood Elementary,Public School,25.94839,-80.25273
33168,Benjamin Franklin K-8 Center,Public School,25.89506,-80.22012
33173,Sunset Park Elementary,Public School,25.69141,-80.358
33032,William A. Chapman Elementary,Public School,25.51498,-80.41716
33139,Miami Beach Fienberg/Fisher K-8 Center,Public School,25.78619,-80.13233
33189,Cutler Bay Senior High,Public School,25.5711,-80.33048
33137,Design & Architecture Senior High,Public School,25.81349,-80.19075
33127,Lenora B. Smith Elementary,Public School,25.81883,-80.21695
33016,Bob Graham Education Center,Public School,25.9174,-80.32818
33170,Arthur & Polly Mays Conservatory of The Arts,Public School,25.56591,-80.37998
33165,Miami Coral Park Senior High,Public School,25.75531,-80.3389
33012,Mae M. Walters Elementary,Public School,25.85127,-80.29547
33177,Maintenance Service Center 3,Public School,25.6258,-80.38179
33175,Village Green Elementary,Public School,25.7373,-80.39231
33156,Kenwood K-8 Center,Public School,25.68428,-80.32359
33056,Crestview Elementary,Public School,25.94513,-80.23807
33034,Homestead Senior High School,Public School,25.44877,-80.45987
33033,Chapman Partnership Early Childhood Center South,Public School,25.50555,-80.39224
33167,Carrie P. Meek/Westview K-8 Center,Public School,25.89043,-80.23445
33142,Lorah Park Elementary,Public School,25.82122,-80.24752
33146,Coral Gables Senior High,Public School,25.73368,-80.26321
33012,M.A. Milam K-8 Center,Public School,25.87746,-80.31557
33014,North Twin Lakes Elementary,Public School,25.89026,-80.29628
33150,Horace Mann Middle,Public School,25.85681,-80.20188
33196,Dr. Gilbert L. Porter Elementary PLC-Q,Public School,25.66459,-80.45096
33174,Coral Park Elementary,Public School,25.75727,-80.35144
33150,Van E. Blanton Elementary,Public School,25.86971,-80.21576
33136,Booker T. Washington Senior High,Public School,25.7865,-80.20512
33176,Frank C. Martin K-8 Center,Public School,25.63784,-80.37536
33142,MDCPS Police General Investigations Unit,Public School,25.81425,-80.24358
33015,Spanish Lake Elementary,Public School,25.94904,-80.3317
33177,South Region Office,Public School,25.59915,-80.39007
33142,Comstock Elementary,Public School,25.79958,-80.22612
33156,Palmetto Elementary,Public School,25.65493,-80.31385
33160,North Miami Stadium - Ronald L Book Athletic Stadium,Public School,25.91648,-80.14872
33146,Henry S. West Laboratory School,Public School,25.72117,-80.27389
33132,iPrep Academy,Public School,25.78977,-80.18951
33056,Parkway Educational Complex,Public School,25.93445,-80.23973
33169,District Office,Public School,25.91278,-80.2088
33015,Palm Springs North Elementary PLC-X,Public School,25.93463,-80.33397
33175,Greenglade Elementary,Public School,25.7394,-80.40055
33143,Sunset Elementary,Public School,25.70438,-80.27566
33033,Irving & Beatrice Peskoe K-8 Center,Public School,25.49687,-80.4241
33015,Lawton Chiles Middle,Public School,25.95192,-80.3336
33175,Zora Neale Hurston Elementary,Public School,25.74704,-80.40726
33175,Wesley Matthews Elementary,Public School,25.75133,-80.39594
33142,Earlington Heights Elementary,Public School,25.81761,-80.23303
33138,Morningside K-8 Center,Public School,25.83672,-80.18656
33196,Christina M. Eve Elementary,Public School,25.6742,-80.45916
33126,Kinloch Park Middle,Public School,25.77394,-80.26682
33179,Aventura Waterways K-8 Center (Annex),Public School,25.95972,-80.18733
33157,Miami Southridge Senior High,Public School,25.58646,-80.3762
33182,Paul W. Bell Middle,Public School,25.76911,-80.38806
33181,Natural Bridge Elementary,Public School,25.90551,-80.16542
33149,Maritime & Science Technology Academy,Public School,25.73918,-80.16649
33014,Miami Lakes Elementary PLC-L,Public School,25.90297,-80.3106
33143,South Miami Middle,Public School,25.71445,-80.30351
33162,Gertrude Edelman/Sabal Palm Elementary,Public School,25.93281,-80.18605
33181,Academy for Advanced Academics - North,Public School,25.91024,-80.13947
33176,Biotech@Richmond Heights 9-12 High School,Public School,25.62968,-80.3596
33186,Jack D. Gordon Elementary Panthers PLC-S,Public School,25.62889,-80.39447
33014,Miami Lakes Educational Center Senior High,Public School,25.91604,-80.29404
33155,West Miami Middle,Public School,25.74851,-80.31812
33015,Country Club Middle,Public School,25.9397,-80.32276
33156,Vineland K-8 Center,Public School,25.66016,-80.33142
33030,South Dade Technical College,Public School,25.47748,-80.47527
33013,Amelia Earhart Elementary,Public School,25.87686,-80.26825
33018,West Lakes Preparatory Academy,Public School,25.89957,-80.35524
33169,Hibiscus Elementary,Public School,25.9465,-80.20302
33135,Miami Senior Adult Education,Public School,25.77094,-80.23595
33013,North Hialeah Elementary,Public School,25.86117,-80.27242
33161,North Miami Middle,Public School,25.90056,-80.18458
33157,Ethel F. Beckford/Richmond Primary Learning Center,Public School,25.61229,-80.36099
33174,Sweetwater Elementary,Public School,25.76537,-80.36735
33142,Kelsey L. Pharr Elementary,Public School,25.81632,-80.22971
33033,Leisure City K-8 Center,Public School,25.49913,-80.43431
33150,Dr. Martin Luther King  @ Liberty City PLC,Public School,25.83984,-80.2174
33018,Barbara Goleman Senior High,Public School,25.90122,-80.34576
33142,Alternative Outreach-Ext. YR,Public School,25.82146,-80.23747
33178,Andrea Castillo Preparatory Academy,Public School,25.84453,-80.36295
33179,iPrep Academy North,Public School,25.97002,-80.17401
33178,J. C. Bermudez Doral Senior High School,Public School,25.81978,-80.37629
33033,Title I Migrant Education Program,Public School,25.50529,-80.39395
33142,Metro West Detention Facility,Public School,25.82146,-80.23747
33137,The Cushman School,Private School,25.83159,-80.1845
33178,Divine Savior Lutheran Academy,Private School,25.8273,-80.36547
33144,Apple Learning Center,Private School,25.76161,-80.31934
33173,Kayleen's Learning Center,Private School,25.70283,-80.36972
33156,True North Early Learning Acadmey ,Private School,25.66782,-80.28326
33172,E Online School,Private School,25.80286,-80.36794
33162,Levy Learning Center,Private School,25.93368,-80.16205
33175,Highpoint Academy - Main Campus,Private School,25.73753,-80.39052
33175,A Sunny Start Preschool II - Bird Road ,Private School,25.72958,-80.42021
33155,Coliseo De Las Artes,Private School,25.73153,-80.31624
33133,Chabad of The Grove,Private School,25.72141,-80.24756
33012,Nuevo Amanecer Daycare Preschool,Private School,25.86794,-80.30729
33157,Little Genius Learn and Play,Private School,25.59027,-80.36321
33137,Cherry Blossom Learning Center II,Private School,25.80333,-80.1908
33032,Kids Paradise 2 Inc.,Private School,25.53915,-80.37116
33033,Discovery Montessori Academy,Private School,25.49875,-80.41957
33134,Ebenezer Day Care,Private School,25.76866,-80.26322
33141,Lehrman Community Day School,Private School,25.86236,-80.12616
33122,Kid's Corner Child Development Center,Private School,25.80394,-80.33283
33177,Grace Baptist Academy,Private School,25.58735,-80.39648
33054,Breakthrough Christian Academy,Private School,25.92512,-80.2627
33143,Alexander Montessori School - Red Road Campus,Private School,25.71481,-80.28614
33145,Meni Ninho Meni Ninha Inc,Private School,25.74938,-80.22212
33054,Tunsil Academy International,Private School,25.91123,-80.23082
33157,Kids Learning Center I,Private School,25.59116,-80.37889
33130,Lincoln-Marti Schools - 01-953,Private School,25.77277,-80.21051
33168,Growing Minds Teaching Center,Private School,25.89699,-80.21096
33178,Global Village Preschool,Private School,25.86864,-80.37843
33157,Alexander Montessori School - Palmetto Campus,Private School,25.60575,-80.31293
33010,Donoso Academy LLC,Private School,25.82506,-80.28161
33177,Kid Colors Learning Center,Private School,25.59748,-80.40966
33142,Western General Education Inc.,Private School,25.82495,-80.21748
33160,Tiny Town Development Center ,Private School,25.93149,-80.15587
33175,Mother of Christ Catholic School and Learning Center,Private School,25.74404,-80.42289
33138,Miami Shores Community Church School,Private School,25.86599,-80.18906
33139,BaseCamp 305 Jr,Private School,25.77409,-80.13741
33172,ARDE Academy,Private School,25.80461,-80.37017
33143,The Children's House Montessori School,Private School,25.698,-80.31634
33196,Smart Starts at Hammocks,Private School,25.65818,-80.43028
33139,Lincoln-Marti Community Agency 41,Private School,25.7923,-80.13798
33183,Genesis Children's Academy of Florida,Private School,25.70437,-80.38174
33155,The Biltmore School,Private School,25.75595,-80.28813
33054,Hanan's Academic Development Center,Private School,25.89561,-80.246
33140,Tree of Knowledge Learning Academy,Private School,25.81178,-80.13637
33054,World Mission Of Jesus Christ Christian,Private School,25.9005,-80.24282
33016,Children's Kingdom Enrichment Center,Private School,25.91438,-80.33158
33156,Gulliver Academy - Marian C. Krutulis Campus,Private School,25.65562,-80.28168
33167,The Academy of Knowledge Preparatory School,Private School,25.8824,-80.23577
33055,His House Children's Home ,Private School,25.95605,-80.27976
33018,Infant Dreams Day Care,Private School,25.89708,-80.3472
33169,Trinity Christian Academy,Private School,25.93892,-80.20394
33156,Children's Resources Education Center,Private School,25.66666,-80.33433
33169,New Dimensions Schule,Private School,25.94361,-80.20459
33169,Fortlo Academy,Private School,25.92801,-80.22689
33178,The Divine Savior School,Private School,25.82828,-80.36577
33135,Everyday Assignments LLC,Private School,25.77164,-80.22057
33016,Young Children Learning Center,Private School,25.87613,-80.33379
33010,Little Angel Academy II,Private School,25.83147,-80.29037
33010,Children's Christian Schoolhouse,Private School,25.84032,-80.28938
33186,Montessori Children's House,Private School,25.66478,-80.40639
33176,Village Pines School,Private School,25.63032,-80.34212
33175,Kid's Adventure Learning Center,Private School,25.73026,-80.43106
33055,Small World Montessori Method- Miami Gardens,Private School,25.93883,-80.28081
33165,Wonder Academy ,Private School,25.73276,-80.35904
33157,Perrine SDA School,Private School,25.60702,-80.34915
33176,Killian Oaks Academy,Private School,25.67168,-80.35078
33166,Royal Hollow Academy,Private School,25.80994,-80.32491
33165,Schoolhouse Academy,Private School,25.73304,-80.3703
33130,KLA Elementary,Private School,25.76765,-80.19496
33143,Academica International Studies,Private School,25.70372,-80.29717
33145,Meni Ninho Meni Ninha School,Private School,25.74776,-80.23756
33014,Children's Paradise Learning Center I,Private School,25.89654,-80.30769
33157,Kids Learning Center III,Private School,25.59874,-80.3673
33173,Atlantis Academy - L.I.F.E. Program,Private School,25.70283,-80.36972
33186,Glendale Christian Academy,Private School,25.63244,-80.38325
33128,Lincoln-Marti Schools - 8th Ave,Private School,25.7761,-80.20769
33184,Villa Lyan Academy,Private School,25.76028,-80.43029
33016,Kidworks USA,Private School,25.89687,-80.33935
33033,Smart Horizons Learning Center,Private School,25.47693,-80.45513
33162,AIU High School,Private School,25.92868,-80.17999
33125,International Bilingual Preschool,Private School,25.77372,-80.23125
33138,ABC Learning Center Miami Shores,Private School,25.87027,-80.19413
33176,Children's Learning Center Richmond Heights,Private School,25.63744,-80.37343
33127,Clara Mohammed School Of Miami Florida,Private School,25.82379,-80.2076
33184,Creativa Learning Academy,Private School,25.75995,-80.42123
33012,Pinocchio Day Care,Private School,25.8665,-80.28529
33134,Granada Day School,Private School,25.73487,-80.27211
33138,Miami Shores Presbyterian Church School,Private School,25.86352,-80.18464
33186,Learning Links School House,Private School,25.65801,-80.42954
33014,Miami Lakes United Methodist Preschool,Private School,25.90828,-80.30857
33184,Just Kids Centers Preschool and Academy II,Private School,25.75985,-80.42653
33161,The Challenger School,Private School,25.89946,-80.17443
33056,Hardemon Angels Academy I,Private School,25.9326,-80.24535
33176,His Loving Hands Christian Academy,Private School,25.62946,-80.3724
33179,Yeshiva Toras Chaim Toras Emes (Klurman Campus),Private School,25.94468,-80.18021
33184,Academir Preschool Learning Center I,Private School,25.76047,-80.38989
33169,Norland United Methodist Academy,Private School,25.95331,-80.21634
33169,Pentab Academy,Private School,25.94342,-80.213
33056,Grace Leadership Preparatory Institute Inc,Private School,25.94653,-80.26001
33054,Little Angels Christian Academy Preschool I,Private School,25.89904,-80.23593
33134,Early Childhood Center Preschool,Private School,25.7429,-80.27846
33175,Hollywood Education Literacy Project,Private School,25.71233,-80.41788
33018,Lincoln-Marti Community Agency 76,Private School,25.89224,-80.34778
33165,Montessori Children's Academy,Private School,25.75431,-80.34821
33014,Christ-Mar Private School,Private School,25.88649,-80.31186
33173,McGlannan School,Private School,25.69017,-80.36666
33161,Holy Family Catholic School,Private School,25.91025,-80.17568
33016,Miami Lakes KinderCare,Private School,25.90951,-80.33122
33056,Parkway Baptist Church Wee Care,Private School,25.93858,-80.23167
33054,Monsignor Edward Pace High School,Private School,25.91658,-80.25335
33157,Our Lady of the Holy Rosary - St. Richard Catholic School,Private School,25.59791,-80.34697
33141,Kinderland 4 Kids I,Private School,25.86361,-80.12495
33161,KKLB Learning Center Inc,Private School,25.91243,-80.18408
33169,Masters Preparatory School - North Miami,Private School,25.92446,-80.20396
33146,KLA Schools of Coral Gables,Private School,25.72872,-80.26082
33125,Lincoln Marti Community Agency 22,Private School,25.78113,-80.23149
33138,Stars Learning III,Private School,25.84634,-80.18992
33145,Village Montessori School - Coral Way Campus,Private School,25.75072,-80.21876
33014,Children's Paradise Learning Center 6 Inc.,Private School,25.88503,-80.32263
33185,New Horizons Private School,Private School,25.74447,-80.43156
33016,Paradise Christian School and Development,Private School,25.87864,-80.32694
33030,Decroly Learning Childcare Center,Private School,25.47624,-80.46056
33146,Key Point Preschools of Coral Gables,Private School,25.73403,-80.25625
33168,Northwest Christian Academy,Private School,25.89907,-80.21466
33034,KInderkids Academy III,Private School,25.44865,-80.48358
33193,Mini Me Learning Center III Inc.,Private School,25.69825,-80.43899
33166,Miami Springs Montessori School,Private School,25.81952,-80.3053
33012,Honey Bee's Learning Center,Private School,25.86528,-80.31108
33014,Horeb Christian School,Private School,25.8849,-80.29893
33014,Montessori Children's House of Miami Lakes,Private School,25.91752,-80.30463
33034,Ace Academy South,Private School,25.44758,-80.48097
33172,Vann Academy,Private School,25.7731,-80.37808
33010,Amazing Learning Academy II,Private School,25.8257,-80.27645
33172,KLA Schools of Doral,Private School,25.80382,-80.36594
33015,Mother of Our Redeemer Catholic School,Private School,25.94382,-80.33864
33157,Beyond Expectations Academy,Private School,25.59715,-80.36918
33176,Riverside Baptist Child Development Center,Private School,25.67369,-80.36928
33014,Silvia's School,Private School,25.8869,-80.31186
33033,Creative Kids Academy,Private School,25.49991,-80.45593
33169,Unique Kids Preparatory School Inc.,Private School,25.94132,-80.21575
33033,Countryside Early Learning Center,Private School,25.50003,-80.44072
33033,Lincoln-Marti Community Agency 29,Private School,25.49888,-80.43664
33184,Just Kids Centers Preschool and Academy I,Private School,25.76018,-80.39823
33032,Princeton Christian Elementary School,Private School,25.53686,-80.40838
33142,I Am S.M.A.R.T. Academy ,Private School,25.82151,-80.23703
33034,Principitos Learning Child Care,Private School,25.4561,-80.45954
33129,La Prima Casa Montessori - Roads Campus,Private School,25.75417,-80.20943
33183,Pneuma Christian Academy ,Private School,25.70001,-80.3961
33161,ABI - Anis Blemur Institute & Academy,Private School,25.89134,-80.18481
33181,South Florida Educational Center,Private School,25.89556,-80.16139
33141,Lincoln-Marti Community Agency 71,Private School,25.85166,-80.14325
33134,International Christian School,Private School,25.73523,-80.26274
33130,Brickell Heights Elementary,Private School,25.76563,-80.19355
33032,Play and Learn Childcare Center,Private School,25.53338,-80.39589
33143,Epiphany Catholic School,Private School,25.69382,-80.28312
33016,Stars of the World Day Care II,Private School,25.86853,-80.32883
33161,Early Learning Center,Private School,25.89429,-80.18438
33173,Big Bear Academy,Private School,25.70232,-80.3408
33162,Rising Stars Daycare and Learning Center,Private School,25.9298,-80.16592
33169,North Dade Regional Academy,Private School,25.96725,-80.20548
33162,North Academy ,Private School,25.92625,-80.16367
33142,Citi Totz & Citi Kidz,Private School,25.80424,-80.23154
33143,Acton Academy Central Miami  Acton Academy Central Miami,Private School,25.70336,-80.30256
33030,Little Star Daycare Homestead,Private School,25.4855,-80.4635
33125,La Progresiva Presbyterian School,Private School,25.77928,-80.23642
33155,Coral Way UMC Daycare School Center,Private School,25.74776,-80.32408
33143,The Learning Experience School ,Private School,25.71645,-80.32372
33175,Villa Learning Center II,Private School,25.74269,-80.41541
33130,Lincoln-Marti Community Agency 80,Private School,25.76584,-80.20861
33144,Speech Pathology Educational Center (S.P.E.C.),Private School,25.76125,-80.33378
33186,Happy Memories Learning Center,Private School,25.67473,-80.42098
33142,The Kingdom Learning Academy,Private School,25.82578,-80.22487
33133,MCA Academy II,Private School,25.72847,-80.24064
33010,ABC Daycare and Preschool,Private School,25.84143,-80.3016
33015,Early Years Academy,Private School,25.93463,-80.32753
33010,Lincoln-Marti Community Agency 90,Private School,25.83155,-80.28341
33018,Rufo the Kangaroo Integral Center,Private School,25.87652,-80.34105
33162,Yeshiva of Miami Inc.,Private School,25.93433,-80.17989
33134,Crystal Academy Primary School Caps Intern,Private School,25.76115,-80.25752
33014,Arlington Academy of Miami Inc,Private School,25.92443,-80.27886
33010,Faith Lutheran School,Private School,25.82334,-80.27582
33189,Cutler Ridge Christian Academy,Private School,25.57706,-80.35852
33175,Miami Dade Christian Academy,Private School,25.76065,-80.38831
33140,Daughters of Israel Mikvah,Private School,25.80262,-80.12989
33014,Southeastern High School - 60th Ave,Private School,25.91208,-80.2985
33193,Lago Mar Pre-School I,Private School,25.69814,-80.44758
33186,The Shaping Academy,Private School,25.65435,-80.40321
33186,Kid's Paradise Learning Center,Private School,25.64148,-80.41187
33186,Kids For Kids Academy,Private School,25.63056,-80.42835
33030,AJC Academy Inc.,Private School,25.46752,-80.47442
33012,America's Christian Future Preschool Elementary,Private School,25.86531,-80.30918
33012,Precious Little Angels Learning Center,Private School,25.8483,-80.2889
33168,Miami Union Academy,Private School,25.89085,-80.20545
33147,It's a Small World Learning Center IV,Private School,25.83373,-80.24905
33034,Grace Success Academy,Private School,25.45233,-80.48366
33013,Growing Treasures Learning Center III,Private School,25.84367,-80.26995
33157,Eureka Educational Academy Inc.,Private School,25.59895,-80.34915
33010,World of Children Learning Center,Private School,25.82292,-80.26297
33167,Wynwood Learning Center,Private School,25.8757,-80.22522
33156,Gulliver Academy,Private School,25.65532,-80.28325
33147,Shining Light Childcare Development Center,Private School,25.84991,-80.22093
33161,Montessori School of North Miami,Private School,25.88877,-80.18458
33016,Children's Paradise Learning Center III,Private School,25.89491,-80.33236
33010,Lincoln-Marti Schools #17 - E 4th Ave,Private School,25.83797,-80.27413
33012,Bambi Land Day Care Center,Private School,25.86492,-80.29844
33030,Atala Montessori School for Creative Expression,Private School,25.47235,-80.47836
33150,Faith Community Christian School,Private School,25.87036,-80.21159
33133,Pineview Preschools Douglas Rd,Private School,25.73602,-80.25376
33175,The 2nd House Daycare Preschool VI,Private School,25.71381,-80.41931
33010,It's a Small World Learning Center I,Private School,25.82257,-80.27593
33176,The School for Unique Learning,Private School,25.66563,-80.37373
33156,Xceed Prep Miami-Dadeland,Private School,25.6836,-80.31457
33130,KLA Schools of Brickell,Private School,25.76806,-80.19529
33155,Gulliver Schools Miller Drive Campus,Private School,25.71706,-80.32538
33180,Jacobson Sinai Academy Early Childhood Education Center,Private School,25.94902,-80.15613
33161,The Von Wedel Montessori School,Private School,25.88424,-80.17329
33166,South Florida Child Development Center,Private School,25.8208,-80.28555
33125,Watch Me Grow Learning Center I,Private School,25.77951,-80.23
33014,Growing Days Childcare and Learning Center,Private School,25.91129,-80.29818
33162,Fulford Christian Academy,Private School,25.9268,-80.16125
33155,A & A Children's Academy II,Private School,25.75144,-80.30434
33189,Kid's Club Academy,Private School,25.57156,-80.3745
33018,Ready Academy Learning Center,Private School,25.89635,-80.35176
33175,Happy Memories Learning Center II,Private School,25.73166,-80.41542
33030,My 1st College LC,Private School,25.47738,-80.46974
33143,Smart Starts At Dadeland,Private School,25.68984,-80.32205
33129,La Prima Casa Montessori - Brickell Campus,Private School,25.75637,-80.19644
33157,Kiddy Academy,Private School,25.59271,-80.37611
33014,Trinity Christian Academy High School,Private School,25.89831,-80.31396
33012,Petite World Preschool,Private School,25.865,-80.3179
33166,God's Kids,Private School,25.81095,-80.32499
33014,Blessed Pediatric Care,Private School,25.9173,-80.2768
33165,Highpoint Academy - Coral Way Campus,Private School,25.74606,-80.35484
33032,Hard Knocks Foundation,Private School,25.5201,-80.4144
33134,Banyan Day School,Private School,25.7451,-80.2618
33143,St Thomas the Apostle Catholic School,Private School,25.71118,-80.31269
33144,Discovery Years Child Care Center,Private School,25.76669,-80.28823
33183,Westwood Christian School,Private School,25.71389,-80.38812
33146,University of Miami Global Academy,Private School,25.72258,-80.27578
33166,All Angels Academy,Private School,25.83098,-80.30463
33169,Oasis Christian Academy,Private School,25.9226,-80.20842
33167,All God's Children Christian Academy,Private School,25.88892,-80.22633
33169,Beit Apel - Campus Chaya Mushka,Private School,25.9277,-80.22787
33175,Beyond The Rainbow Academy Inc.,Private School,25.7155,-80.42979
33147,Grace Christian Preparatory North ,Private School,25.83674,-80.22466
33012,Wonderland Learning Day Care Center,Private School,25.84848,-80.28365
33157,Carpe Diem Academy,Private School,25.62224,-80.34243
33012,Children's Paradise Learning Center IV,Private School,25.86533,-80.29292
33150,Early Beginnings Academy North Shore,Private School,25.85831,-80.21336
33056,Excelsior Prep Charter School of Miami Gardens,Private School,25.94046,-80.23756
33161,The Voyager Early Learning Center,Private School,25.91367,-80.1758
33170,Great Expectations Learning Center,Private School,25.55122,-80.3737
33186,Kidsville Learning Center,Private School,25.67924,-80.41735
33010,The Glory of God Christian School,Private School,25.83358,-80.27286
33145,Meni Ninho Meni Ninha Preschool,Private School,25.74976,-80.22157
33133,Future Leaders Academy of Miami,Private School,25.73726,-80.25381
33134,The Bright Days Preschool,Private School,25.77094,-80.28011
33012,North Hialeah Christian School,Private School,25.87524,-80.2852
33146,The Margaux Early Childhood School,Private School,25.71829,-80.27102
33012,Little Angels Christian School and Daycare,Private School,25.88098,-80.28688
33015,Loving Start Learning Center,Private School,25.94362,-80.34058
33183,Bridgepoint Preparatory,Private School,25.70141,-80.38913
33014,Kid's Day Care Kindergarten,Private School,25.88487,-80.30987
33135,Miami Arts Montessori Academy Inc,Private School,25.77167,-80.22785
33125,Carousel Learning Academy,Private School,25.77797,-80.2314
33127,Creative Kidz Prepatory Academy LLC,Private School,25.81582,-80.20764
33030,Little Kingdom Child Care Center,Private School,25.48012,-80.47776
33140,Rabbi Alexander S. Gross Hebrew Academy,Private School,25.80093,-80.13014
33109,Fisher Island Day School,Private School,25.7607,-80.13761
33179,Meagans Academic Center,Private School,25.94971,-80.19949
33056,Love Thy Kids Academy II,Private School,25.95326,-80.26138
33143,Smart Starts Day School I,Private School,25.70312,-80.33088
33196,Future Leaders Academy of Kendall Corp,Private School,25.6857,-80.45515
33014,Rhythm Pitch School of Performing Arts,Private School,25.91809,-80.29419
33147,It's a Small World Academy,Private School,25.84786,-80.24544
33013,Thumbelina Learning Center II,Private School,25.85123,-80.27279
33016,Bright Children Daycare Inc,Private School,25.88291,-80.32579
33013,Thumbelina Learning Center I,Private School,25.85575,-80.27501
33034,Lincoln-Marti Community Agency 04,Private School,25.46228,-80.47334
33016,Tutor Me Daycare Academy,Private School,25.88482,-80.33269
33012,Ebenezer International Christian Academy,Private School,25.86624,-80.30183
33147,Alpha Educational Center,Private School,25.83131,-80.2447
33138,St Rose of Lima School,Private School,25.87274,-80.18875
33012,Palm Spring Learning Academy,Private School,25.87482,-80.30789
33160,Aventura Learning Center,Private School,25.93345,-80.15364
33135,Kids Small World Learning Center,Private School,25.77167,-80.25059
33162,Toras Emes Academy of Miami,Private School,25.92696,-80.17887
33127,Merry Poppins Daycare Kindergarten Inc,Private School,25.8308,-80.20978
33183,Sanson's Preschool Learning Center,Private School,25.714,-80.41315
33183,Archimedean Pre Kindergarten,Private School,25.69963,-80.39465
33016,Stars of the World Day Care I,Private School,25.86603,-80.3372
33186,KLA Schools of West Kendal,Private School,25.68397,-80.41738
33165,River of Hope Day School,Private School,25.73178,-80.36643
33015,Academy For Young Learners,Private School,25.93802,-80.31143
33175,Early Start Learning Center,Private School,25.71629,-80.38674
33157,The Bee Academy,Private School,25.59045,-80.36307
33016,Creative Extended Care Center Inc,Private School,25.90476,-80.32766
33030,Just Kids Centers Preschool and Academy III,Private School,25.47871,-80.47779
33180,St Lawrence Elementary School,Private School,25.95127,-80.15628
33030,Hope Academy,Private School,25.48151,-80.46638
33056,Emmanuel Kindergarten & Daycare,Private School,25.92725,-80.2514
33175,Kiddie College of South Miami ,Private School,25.72981,-80.40913
33186,La Petite Academy of Miami - SW 127th Ave,Private School,25.62921,-80.39502
33032,Lovely Stars Child Care,Private School,25.5355,-80.4112
33185,Karate After School Center Inc,Private School,25.71309,-80.43155
33032,Kinderkids Learning Center and Preschool II,Private School,25.524,-80.42103
33015,Kiddie Corner Academy,Private School,25.94164,-80.32498
33033,Villa Preparatory Academy II,Private School,25.49951,-80.40655
33154,The Shul's Child Enrichment Center,Private School,25.88609,-80.12283
33157,VIP Christian Academy,Private School,25.60626,-80.35288
33013,La Scala Preschool Learning Center Musikids 4,Private School,25.8414,-80.27237
33175,"Mini Me Daycare Learning Center II, Inc.",Private School,25.74675,-80.3899
33054,"Rosalphanie Child Care 1, Inc ",Private School,25.90107,-80.24185
33157,Rise Preparatory Academy,Private School,25.60468,-80.35309
33157,Westminster Christian School,Private School,25.63169,-80.30438
33056,Rising Stars Daycare and Learning Center,Private School,25.93477,-80.24576
33196,Kingdom Academy,Private School,25.68294,-80.44641
33172,Miami Christian School ,Private School,25.77226,-80.37432
33056,Excel Kids Academy - Miami Gardens Campus,Private School,25.93576,-80.24542
33146,La Piazza Academy,Private School,25.73407,-80.26007
33034,Advanced Achievers Academy,Private School,25.44732,-80.4878
33127,Watch Me Grow Learning Center III,Private School,25.80851,-80.2149
33142,Prayer and Praise Christian Academy,Private School,25.83072,-80.22461
33156,Bet Shira Early Childhood Center,Private School,25.65887,-80.31627
33012,PLA Fine Arts,Private School,25.86772,-80.29465
33150,Worshipers' House of Prayer Academy,Private School,25.85165,-80.20988
33010,Thumbelina Learning Center III,Private School,25.83454,-80.27345
33013,Kid's Area Learning Center,Private School,25.8466,-80.27268
33142,Interamerican Learning Center,Private School,25.80259,-80.22203
33012,Jean Piaget Academy,Private School,25.85651,-80.3074
