ZIP,NAME,FACILITY_TYPE,latitude,longitude
33127,Sheyes of Miami Daycare III,Private School,25.81999,-80.20781
33132,Centner Academy - Middle and High Schools,Private School,25.79488,-80.19389
33144,Miccosukee Indian School,Private School,25.7619,-80.80311
33030,St Johns Episcopal School,Private School,25.48038,-80.4747
33034,Career Prep Academy of South Florida - South,Private School,25.46051,-80.47815
33161,Yeshiva Elementary,Private School,25.89761,-80.19447
33012,Little Children's Learning Academy,Private School,25.87736,-80.32157
33144,Arrowhead Nursery Kindergarten,Private School,25.75848,-80.32251
33185,New Horizons Preschool Private School II,Private School,25.74424,-80.43153
33054,Empowering Youth Inc. (Pink & Blue Children's Academy),Private School,25.91343,-80.23091
33054,Excel Kids Academy ,Private School,25.90196,-80.25144
33133,MLC Preparatory Academy ,Private School,25.74099,-80.25446
33135,Lincoln-Marti Community Agency 27-8,Private School,25.76495,-80.23915
33183,Bright Futures Preschool,Private School,25.68722,-80.4172
33157,A Magical Learning Center,Private School,25.62922,-80.35042
33010,Kid's Land Day Care Inc.,Private School,25.8297,-80.28103
33135,Lincoln-Marti Community Agency 27,Private School,25.76322,-80.23855
33138,Stars Learning Center,Private School,25.84631,-80.19018
33169,Sierra Norwood Calvary Child Development Center,Private School,25.94998,-80.20922
33015,Discover Montessori Academy - North Campus,Private School,25.93329,-80.32785
33013,La Scala Musikids Learning Center Inc.,Private School,25.84125,-80.27264
33030,Miami Bridge Homestead Campus,Private School,25.4728,-80.48299
33014,Little Tigers Learning Centers,Private School,25.91979,-80.2926
33133,Coconut Grove Montessori Preschool & Elementary School,Private School,25.73851,-80.2383
33015,Life Changes School of the Future LLC,Private School,25.93313,-80.29853
33056,Gospel Tabernacle Christian Academy,Private School,25.94649,-80.25595
33155,Montealegre Senior High School ,Private School,25.74317,-80.30811
33161,Cristo Rey Miami High School,Private School,25.88466,-80.19614
33161,Miami Country Day School,Private School,25.87396,-80.18508
33184,The 2nd House Daycare Preschool V,Private School,25.75996,-80.40942
33174,Children's Creative Learning Center at FIU,Private School,25.75737,-80.37621
33015,Pastoral Care Institute,Private School,25.93813,-80.31144
33150,Liberty Academy Day Care,Private School,25.84548,-80.21777
33156,Lechar Academy,Private School,25.67974,-80.31526
33162,Neytz Hachochma School,Private School,25.92909,-80.18189
33014,Goliath Academy - Satellite,Private School,25.91117,-80.32391
33015,Early Years Montessori Academy,Private School,25.93555,-80.32654
33140,Casa DEI Bambini Montessori School,Private School,25.81298,-80.12575
33126,Tiny Learners Preschool 2,Private School,25.77446,-80.26431
33014,Our Lady of The Lakes Catholic School,Private School,25.91752,-80.3073
33127,Ebenezer Christian Academy,Private School,25.81306,-80.19926
33127,Metropolitan International School of Miami,Private School,25.8095,-80.19881
33196,Islamic School of Miami,Private School,25.65899,-80.42935
33165,St Brendan High School,Private School,25.7427,-80.33676
33014,Happy Hearts Learning Center,Private School,25.8862,-80.29105
33141,Le Petit Papillon Montessori School,Private School,25.8542,-80.12934
33166,Miami Springs Preschool,Private School,25.8218,-80.28456
33156,Temple Beth Am Day School,Private School,25.68881,-80.28988
33135,Montealegre Senior High School ,Private School,25.76468,-80.23939
33054,Marian Center School and Services,Private School,25.91706,-80.2584
33183,Montessori Learning Center,Private School,25.68801,-80.42284
33134,Vanguard Children's Academy,Private School,25.76231,-80.2593
33186,Our Lady of Lourdes Parish School,Private School,25.66235,-80.42254
33134,Gables Montessori School,Private School,25.76245,-80.26346
33157,Happy Hearts Day Care ,Private School,25.59678,-80.37035
33129,Smart Starts Child Development Center,Private School,25.76272,-80.21399
33013,Kidz City Learning Center,Private School,25.85849,-80.26695
33143,My First Place Preschool,Private School,25.69349,-80.32435
33150,Providence School,Private School,25.85516,-80.20557
33056,Emmanuel Christian School,Private School,25.92725,-80.2514
33014,Tutor Me DayCare and Preschool 2,Private School,25.91737,-80.29399
33180,International Torah Academy,Private School,25.9661,-80.14439
33157,New Testament Church Little Angels Academy,Private School,25.61319,-80.35681
33140,Temple Beth Sholom Innovative School,Private School,25.81495,-80.13201
33125,Allapattah Wynwood Jardin Infantil,Private School,25.78931,-80.22173
33185,Little Promises Daycare Learning Center,Private School,25.71238,-80.43887
33137,Eximia School,Private School,25.799,-80.18861
33161,Yeshiva Middle School,Private School,25.89761,-80.19447
33196,Archbishop Coleman F. Carroll High,Private School,25.67038,-80.46688
33012,Sunshine Childcare & Preschool Center,Private School,25.85865,-80.3077
33147,O.L.L.A.S Academy,Private School,25.83131,-80.24448
33125,Lincoln-Marti Schools - 13th Ct,Private School,25.78976,-80.21754
33150,St Marys Cathedral School,Private School,25.84277,-80.19985
33013,Kid's Love Day Care Preschool,Private School,25.86747,-80.27524
33149,Key Biscayne Presbyterian School,Private School,25.69971,-80.16707
33186,Victoria's Playhouse Pre-K II,Private School,25.68669,-80.40177
33031,The Country Family ,Private School,25.54306,-80.44689
33142,Gospel Assembly Academy Inc,Private School,25.82495,-80.21748
33014,Little College at Royal Oaks Plaza,Private School,25.91162,-80.32402
33012,Big Star Day Care III,Private School,25.86014,-80.30757
33177,Great Heights Academy 2,Private School,25.60757,-80.41422
33180,Hochberg Preparatory School,Private School,25.96515,-80.15033
33173,Big Bear Academy PPEC,Private School,25.70232,-80.3408
33167,1 World Learning Center,Private School,25.89205,-80.24301
33012,Immaculate Conception Catholic School,Private School,25.86366,-80.28577
33133,Ransom Everglades Middle School ,Private School,25.73829,-80.22737
33176,Concordia Lutheran School,Private School,25.65549,-80.33558
33176,Our Lady of The Rosary School,Private School,25.68115,-80.36849
33143,University Christian Children's Center,Private School,25.70336,-80.30256
33176,St John Neumann Catholic School,Private School,25.65684,-80.36606
33182,Greater Miami Adventist School,Private School,25.77243,-80.39413
33016,Snow White and The Seven Dwarfs School,Private School,25.87296,-80.33142
33180,Here and There,Private School,25.94707,-80.14971
33016,Children's Paradise Learning Center V,Private School,25.91422,-80.32766
33186,Smart Starts at Kendallgate,Private School,25.68384,-80.39039
33173,Alta Career Academy,Private School,25.70063,-80.3609
33157,Lincoln-Marti Schools - Wayne Ave,Private School,25.60157,-80.35103
33143,Princeton Preschool,Private School,25.70763,-80.29005
33156,Rise Up Academics,Private School,25.68714,-80.31589
33134,St Theresa Catholic School,Private School,25.74594,-80.28114
33157,Kiddy Academy II,Private School,25.59353,-80.37601
33133,SU's Creative Corner,Private School,25.4982,-80.44819
33127,Academy of Excellence,Private School,25.82824,-80.20924
33030,Faith Fellowship School,Private School,25.49815,-80.49341
33125,St Michael the Archangel School,Private School,25.77544,-80.2423
33015,Future Kids Academy,Private School,25.94357,-80.34428
33016,Miss Carusi Learning Center II,Private School,25.85924,-80.32775
33012,New Aladdin Learning Center,Private School,25.87618,-80.31569
33056,Greater Love Primary Learning Center,Private School,25.93983,-80.23752
33138,Bola Childcare & Learning Center,Private School,25.84845,-80.19559
33014,Trinity Christian Academy and Preschool,Private School,25.89831,-80.31396
33132,Centner Academy - Elementary School ,Private School,25.79488,-80.19389
33140,Talmudic University Yeshiva Bais Moshe Chaim,Private School,25.81178,-80.13637
33174,My Little World,Private School,25.7697,-80.38038
33165,Peter Pan Child Care and Learning Center,Private School,25.74571,-80.36855
33196,Great Heights Academy,Private School,25.67972,-80.43645
33156,The Roig Academy,Private School,25.66589,-80.32457
33186,Kingdom Academy III,Private School,25.65588,-80.40623
33030,My Little Angels Daycare Center,Private School,25.46718,-80.47757
33034,ACE Academy South 2,Private School,25.44712,-80.48904
33012,Kids Playhouse Child Care Center Inc.,Private School,25.88319,-80.30913
33126,La Petite Academy of Miami - NW 7th St,Private School,25.77724,-80.29744
33014,Three Flags Academy,Private School,25.88507,-80.31187
33133,Miami Jewish Montessori ,Private School,25.72141,-80.24756
33140,Talmudic University - Mechina High School,Private School,25.81195,-80.13635
33016,Steps for Learning Preschool Center,Private School,25.89122,-80.32641
33172,The Learning Steps,Private School,25.79755,-80.35446
33178,Future Kids Academy at Doral,Private School,25.81087,-80.38199
33174,Mini Me Daycare Learning Center I,Private School,25.7686,-80.35569
33184,The Gymnastics Academy,Private School,25.76002,-80.42152
33169,Lubavitch Educational Center,Private School,25.93226,-80.21056
33135,"Tamiami UMC School Center, Daycare and Elementary School",Private School,25.76624,-80.21806
33140,St Patrick Catholic School,Private School,25.81178,-80.13474
33030,Knights Learning Center,Private School,25.4801,-80.47722
33131,Kingsbury Academy,Private School,25.76074,-80.19174
33013,Mission of God Academy,Private School,25.85965,-80.26956
33169,A Perfect Place 4 Kidz,Private School,25.94369,-80.2046
33150,Prestige Christian Academy,Private School,25.85573,-80.21042
33180,Temple Sinai's Early Childhood Education Center,Private School,25.94982,-80.1563
33012,Precious Little Angels Day Care II,Private School,25.84835,-80.2893
33157,Palmetto Bay Academy,Private School,25.61543,-80.34571
33173,ACE Academy Central,Private School,25.69058,-80.37315
33185,Kinder House Learning Center II,Private School,25.71468,-80.44873
33012,Asbury Christian School,Private School,25.87266,-80.28218
33156,St Louis Covenant School,Private School,25.65856,-80.31124
33186,Amazing Kidz Extended Care Center,Private School,25.68292,-80.41707
33178,The Revolution School,Private School,25.81063,-80.38071
33127,Centner Academy - Preschool,Private School,25.81497,-80.19564
33169,The Learning Lab Educenter,Private School,25.94295,-80.20349
33141,Kid's Choice Learning Center - Miami Beach,Private School,25.85696,-80.13203
33056,Beacon Hill Preparatory School,Private School,25.93866,-80.23655
33031,Redland Christian Academy,Private School,25.50547,-80.47855
33130,Lincoln-Marti Community Agency 01,Private School,25.77277,-80.21051
33015,Springview Academy,Private School,25.94084,-80.321
33162,Young Leaders Academy K-8,Private School,25.92742,-80.16223
33134,Lindamood Bell Learning Processes,Private School,25.76388,-80.2563
33141,Gan Katan,Private School,25.85539,-80.1254
33010,Champagnat Catholic School of Hialeah,Private School,25.83841,-80.28157
33031,Lincoln-Marti Schools #13 10th St,Private School,25.48007,-80.48015
33196,U.S. International Christian Academy ,Private School,25.63893,-80.43871
33034,Shepherd of God Christian Academy,Private School,25.4481,-80.49023
33144,Lincoln-Marti Community Agency 35,Private School,25.75778,-80.30333
33010,St John the Apostle Catholic School,Private School,25.82629,-80.27143
33013,The Creative Child Day Care Learning Center,Private School,25.86215,-80.26628
33142,Thy Kingdom Kids Learning Academy,Private School,25.81668,-80.24202
33012,Kingdom Palace Daycare,Private School,25.88146,-80.29186
33147,It's A Small World Learning Center II,Private School,25.85872,-80.24885
33173,Luna Academy,Private School,25.70283,-80.3404
33184,The Advent School Academy Learning Center,Private School,25.75901,-80.3943
33161,Advance Christian Academy,Private School,25.8904,-80.18789
33169,Jeremiah Academy,Private School,25.92809,-80.21529
33161,Montessori Achievement Center for Learning Needs,Private School,25.8752,-80.18612
33142,My Life My Power Institute Prep Academy One,Private School,25.82184,-80.23703
33012,My Happy House,Private School,25.85989,-80.31415
33180,Scheck Hillel Community School,Private School,25.95143,-80.15125
33173,ACE Academy,Private School,25.69126,-80.37265
33139,South Pointe Elementary School,Private School,25.77246,-80.13882
33135,Calvary Baptist Church School,Private School,25.77029,-80.22295
33125,Allapattah Wynwood Childcare School,Private School,25.78946,-80.22188
33142,Watch Me Grow Learning Center II,Private School,25.80269,-80.24792
33143,The French American School - South Campus,Private School,25.69839,-80.316
33054,Love Thy Kids Academy I,Private School,25.91322,-80.23787
33176,Sol Academy,Private School,25.66655,-80.33678
33184,Lincoln-Marti Community Agency 34,Private School,25.77143,-80.3878
33173,Southeastern Christian Academy - Miami,Private School,25.70209,-80.35094
33133,Immaculata-La Salle High School,Private School,25.74159,-80.21175
33176,STARS Global Preparatory,Private School,25.66826,-80.37903
33125,United Cerebral Palsy Early Beginnings,Private School,25.78806,-80.21815
33056,Celebrity Kids Club OF Miami Gardens,Private School,25.92834,-80.24546
33178,Omega Learning Center - Doral,Private School,25.84221,-80.36663
33178,Shelton Academy,Private School,25.80838,-80.35058
33034,Transformational Technologies Academy 2,Private School,25.44383,-80.47679
33150,Trinity By Faith Academy,Private School,25.86893,-80.20629
33189,Roberta Hunter Park,Park,25.58093,-80.38057
33176,Rock Ridge Park,Park,25.66776,-80.38503
33176,Rockdale Park,Park,25.63491,-80.34443
33165,Rockway Park,Park,25.74446,-80.34866
33142,Rocky Creek Park,Park,25.81864,-80.25104
33176,Ron Ehmann Park,Park,25.66719,-80.3501
33160,Sunny Isles Beach,Park,25.94097,-80.11979
33142,Martin Luther King Memorial Park,Park,25.8295,-80.2499
33142,Marva Y. Bannerman Park & Pool,Park,25.8194,-80.23707
33183,McMillan Park,Park,25.71067,-80.40768
33177,MedSouth Park,Park,25.57434,-80.40052
33142,Melrose Park,Park,25.80651,-80.24517
33141,Miami Beach,Park,25.81811,-80.11966
33177,Zoo Miami,Park,25.61339,-80.39941
33167,Miami Shores Optimist Club,Park,25.8734,-80.22225
33125,Miami-Dade County Auditorium,Park,25.77366,-80.24117
33178,Miami-Dade Regional Soccer Park,Park,25.8238,-80.34294
33155,A.D. Barnes Park,Park,25.73749,-80.3092
33055,Acadia Park,Park,25.94987,-80.28939
33142,African Heritage Cultural Arts Cntr,Park,25.83105,-80.23192
33147,Alonzo Kelly Park,Park,25.83585,-80.22222
33014,Amelia Earhart Park,Park,25.88869,-80.27626
33181,Arch Creek Park,Park,25.90127,-80.16142
33147,Arcola Lakes Park,Park,25.85138,-80.21954
33176,Area 313,Park,25.64643,-80.36127
33176,Area 316,Park,25.65908,-80.35522
33176,Area 318,Park,25.65254,-80.35503
33165,Area 323,Park,25.73902,-80.35315
33165,Area 324,Park,25.74088,-80.35294
33176,Area 338,Park,25.64636,-80.36443
33186,Arvida Park,Park,25.66661,-80.40315
33170,William Randolph Community Park,Park,25.5543,-80.38437
33154,Bal Harbour Beach,Park,25.89339,-80.12121
33156,Banyan Drive Park,Park,25.68768,-80.28425
33155,Banyan Park,Park,25.74107,-80.3351
33157,Ben Shavis Park,Park,25.60353,-80.36051
33175,Bent Tree Park,Park,25.72215,-80.41864
33157,Bill Sadowski Preserve,Park,25.6082,-80.31921
33185,Bird Basin Park,Park,25.74697,-80.44945
33175,Bird Lakes Park,Park,25.72143,-80.42729
33030,Biscado Park,Park,25.49571,-80.50493
33169,Biscayne Gardens Park,Park,25.92117,-80.20209
33161,Biscayne Shores and Gardens Park,Park,25.88218,-80.16841
33032,Biscayne Trail (East Side of canal),Park,25.56222,-80.33124
33189,Black Creek Trail (Along C1 Canal),Park,25.55077,-80.35035
33032,Black Point Park and Marina,Park,25.53634,-80.32689
33165,Blue Lakes Park,Park,25.72915,-80.34246
33176,Briar Bay Golf Course,Park,25.64813,-80.34726
33176,Briar Bay Linear Park,Park,25.64397,-80.34355
33176,Briar Bay Park,Park,25.65003,-80.34056
33147,Broadmoor Park,Park,25.85425,-80.25495
33147,Broadway Park,Park,25.83748,-80.22736
33155,Brothers To The Rescue Memorial Park,Park,25.74726,-80.31234
33177,Charles Burr Park,Park,25.57934,-80.39805
33170,PLANT,Park,25.55767,-80.41407
33034,Plaza Licenciado Benito Juarez,Park,25.41937,-80.51244
33032,Princetonian Park,Park,25.53344,-80.39741
33157,Quail Roost Park,Park,25.59446,-80.37499
33156,R. Hardy Matheson Preserve,Park,25.65836,-80.27284
33031,Redland Fruit & Spice Park,Park,25.53382,-80.49228
33176,Richmond Triangle Park,Park,25.63514,-80.37335
33015,Spanish Lake,Park,25.9493,-80.33353
33143,Sudlow Park,Park,25.70358,-80.31172
33186,Sugarwood Park,Park,25.67441,-80.42958
33147,27th Avenue Teen Center (Boxing),Park,25.8373,-80.24195
33150,Soar Park,Park,25.85066,-80.19902
33033,South Dade Park,Park,25.50558,-80.45626
33177,South Miami Heights Park,Park,25.57324,-80.37944
33175,Southern Estates Park,Park,25.73822,-80.38979
33149,Virginia Key,Park,25.73629,-80.16015
33176,Walter A.White Park,Park,25.63423,-80.36939
33196,Water Oaks Park,Park,25.68065,-80.43648
33183,West Kendale Lakes Park,Park,25.70662,-80.42986
33176,Killian Library Park,Park,25.66726,-80.33561
33193,Sun Lakes Park,Park,25.69374,-80.46129
33143,Sunkist Park,Park,25.71014,-80.3307
33144,Sunset Heights Park,Park,25.76118,-80.31377
33150,Martin Luther King Blvd (NW 62 ST),Park,25.83185,-80.22076
33147,Arcola Park,Park,25.8535,-80.22465
33176,Cherry Grove Park,Park,25.686,-80.35
33193,Kendall Green Park,Park,25.69591,-80.43287
33185,Tree Island Park & Preserve,Park,25.75201,-80.43457
33165,Tropical Estates Park,Park,25.72398,-80.36036
33155,Tropical Park,Park,25.72526,-80.3232
33138,Military Trail Park,Park,25.85772,-80.17982
33165,Miller Drive Park,Park,25.71701,-80.3487
33175,Millers Pond Park,Park,25.72058,-80.41063
33147,Model Cities Trail,Park,25.83288,-80.23105
33033,Modello Park,Park,25.50206,-80.43798
33033,Modello Wayside Park,Park,25.49865,-80.44737
33032,Naranja Lakes Park,Park,25.51371,-80.42527
33032,Naranja Park,Park,25.52073,-80.42099
33034,Navy Wells Pineland Preserve,Park,25.43857,-80.50436
33157,Ned Glenn Nature Preserve,Park,25.5912,-80.33327
33186,Nixon Smiley Pineland Preserve,Park,25.65072,-80.4052
33015,Norman & Jean Reach Park,Park,25.93443,-80.33053
33015,Area 262,Park,25.94851,-80.31771
33015,Area 1176,Park,25.94037,-80.32033
33033,Royal Colonial Park,Park,25.50496,-80.43137
33175,Royale Green Park,Park,25.72416,-80.40568
33176,Sabal Chase Park,Park,25.6682,-80.37973
33134,San Jacinto Park,Park,25.75771,-80.26786
33196,Sandpiper Park,Park,25.66565,-80.45098
33134,Schenley Park,Park,25.74526,-80.2877
33033,Seminole Wayside Park,Park,25.48883,-80.45461
33177,Serena Lakes Park,Park,25.60089,-80.41902
33186,Calusa Club Estates Park,Park,25.67912,-80.41381
33186,Camp Matecumbe,Park,25.65833,-80.41912
33031,Camp Owaissa Bauer,Park,25.52398,-80.46968
33032,Camp Redlands,Park,25.52971,-80.44236
33177,Caribbean Park,Park,25.57996,-80.38433
33170,Castellow Hammock Preserve,Park,25.55922,-80.44964
33158,Chapman Field Park,Park,25.64391,-80.28661
33157,Charles Deering Estate,Park,25.62052,-80.30611
33187,Chuck Pezoldt Park,Park,25.61252,-80.44436
33034,Cinco de Mayo Park,Park,25.41209,-80.50428
33142,Claire Rosichan Park,Park,25.82657,-80.23779
33183,Kendale Lakes SP Tax Dist Tract A3a,Park,25.69178,-80.41751
33156,Matheson Hammock Park,Park,25.67732,-80.2651
33055,North Glade Park,Park,25.93203,-80.28424
33138,North Shorecrest Park,Park,25.85644,-80.18048
33030,North South Trail,Park,25.52586,-80.42134
33182,North Trail Park,Park,25.77614,-80.40258
33147,Northwest Highlands Park,Park,25.83597,-80.23626
33196,Oak Creek Park,Park,25.63226,-80.44419
33162,Oak Grove Park,Park,25.91978,-80.18582
33056,Chittohatchee Park at Honey Hill,Park,25.95425,-80.23321
33033,Area 291,Park,25.46696,-80.44668
33155,Coral Villas Park,Park,25.73738,-80.29869
33033,Seminole Wayside Addition,Park,25.48713,-80.45596
33157,Domino Park,Park,25.60955,-80.35726
33147,West Little River Park,Park,25.85031,-80.23682
33157,West Perrine Park,Park,25.61065,-80.3602
33157,West Perrine Senior Center,Park,25.60288,-80.35419
33174,Westbrook Park,Park,25.75655,-80.36263
33193,Westwind Lakes Park,Park,25.70385,-80.43886
33193,Westwind Lakes SP TX Dist TR A,Park,25.7026,-80.4465
33193,Westwind Lakes SP TX Dist TR FP2,Park,25.70668,-80.43383
33193,Westwind Lakes SP TX Dist TR G,Park,25.70941,-80.44139
33183,Kendale Lakes SP Tax Dist Lot 1,Park,25.69085,-80.42386
33183,Kendale Lakes SP Tax Dist Lot 38,Park,25.69734,-80.42264
33176,South Dade Trail Mini Park,Park,25.66679,-80.32433
33150,Area 222,Park,25.84212,-80.21051
33142,Area 225,Park,25.82773,-80.24568
33150,Area 226,Park,25.83892,-80.21225
33142,Area 227,Park,25.82984,-80.22265
33165,Area 258,Park,25.73464,-80.36533
33158,Area 259,Park,25.64056,-80.32637
33176,Area 312,Park,25.6464,-80.36338
33190,Lincoln City Park #1,Park,25.56241,-80.35566
33170,Lincoln Estates Park,Park,25.56104,-80.36649
33147,Little River Park,Park,25.87074,-80.23956
33177,Losner Park,Park,25.59338,-80.38397
33183,Kendale Lakes Park,Park,25.69251,-80.42735
33157,Southridge Park,Park,25.5866,-80.37308
33168,Thomas Sasso Swimming Pool,Park,25.889,-80.21688
33030,J.D. Redd Park,Park,25.47301,-80.47007
33134,Flagler Terrace Park,Park,25.76847,-80.28631
33055,A. J. King Park,Park,25.93462,-80.2707
33147,African Square Park,Park,25.83154,-80.2224
33016,ML Tax Dist.- (p-83),Park,25.90293,-80.33727
33016,ML Tax Dist.- (p-78),Park,25.90643,-80.33936
33193,Westwind Lakes SP TX Dist TR GP1 &,Park,25.70972,-80.43804
33165,Westwood Park,Park,25.71651,-80.3792
33157,Whispering Pines Hammock Preserve,Park,25.59515,-80.33503
33196,Wild Lime Park,Park,25.6602,-80.43383
33183,Winston Linear Park,Park,25.68895,-80.40815
33176,Area 47,Park,25.64629,-80.36597
33031,Bonanza Ranch Estates Park,Park,25.54361,-80.53545
33134,Coral Gables Wayside Park,Park,25.73829,-80.28709
33142,Glenwood Park,Park,25.81458,-80.24756
33179,Ives Estates Tennis Center,Park,25.9656,-80.17356
33137,Albert Pallot Park,Park,25.81305,-80.18582
33127,Robert E. Lee Park,Park,25.80504,-80.2044
33054,Washington Tot-Lot,Park,25.91174,-80.23146
33030,Harris Field,Park,25.47539,-80.46323
33133,David T. Kennedy Park,Park,25.73453,-80.22893
33157,Palmetto Bay Park,Park,25.6069,-80.34541
33055,Vista Verde Park,Park,25.96747,-80.26594
33135,Plaza de la Cubanidad,Park,25.77279,-80.22314
33181,Jaycee Park North Miami,Park,25.90647,-80.16596
33139,Scott Rakow Youth Center,Park,25.80399,-80.12964
33010,Cuban Culture in exile Heritage Park,Park,25.8237,-80.26274
33141,Tatum Waterway Park,Park,25.86541,-80.12426
33138,Biscayne Heights Mini Park,Park,25.8532,-80.1798
33136,Highland Circle Park,Park,25.78661,-80.20889
33136,Gibson Park Recreation,Park,25.78696,-80.20119
33016,Carl F. Slade Park,Park,25.89062,-80.33413
33125,Orange Bowl Playground,Park,25.77765,-80.22214
33144,Flagami Park,Park,25.76784,-80.31106
33147,Twelfth Ave Mini Park,Park,25.83181,-80.21693
33142,Juan Pablo Duarte Park,Park,25.80123,-80.22458
33014,"ML Tax Dist.- tract ""a""",Park,25.91213,-80.31471
33014,ML Tax Dist.- (p-64),Park,25.91304,-80.3144
33014,ML Tax Dist.- (p-02),Park,25.90058,-80.30207
33014,ML Tax Dist.- (p-03),Park,25.90086,-80.30525
33014,ML Tax Dist.- (p-04),Park,25.90064,-80.30353
33014,ML Tax Dist.- (p-05),Park,25.90134,-80.30634
33156,Pinecrest Gardens,Park,25.66954,-80.28613
33035,Homestead Sport Complex,Park,25.45048,-80.42696
33133,Blanche Park,Park,25.7339,-80.24211
33138,Constitution Park,Park,25.86596,-80.18416
33030,Pioneer BMX Park,Park,25.46637,-80.47072
33034,Florida City Camper Site,Park,25.45626,-80.47896
33172,Doral Central Park,Park,25.80259,-80.3413
33012,Filer Jr. High Park,Park,25.85049,-80.29324
33142,Simonoff Park,Park,25.82411,-80.2276
33180,Founders Park,Park,25.95262,-80.13738
33156,Coral Pine Park,Park,25.67528,-80.30766
33156,Suniland Park,Park,25.65055,-80.33
33156,Veterans Wayside Park,Park,25.66719,-80.32273
33160,Pier Park - Newport Fishing Pier,Park,25.92991,-80.12126
33056,Buccaneer Park,Park,25.96375,-80.25311
33056,Bennett M. Lifter Park,Park,25.96545,-80.23795
33169,Cloverleaf Park,Park,25.95018,-80.20792
33012,Victor Wild Park & Adult Center,Park,25.87158,-80.31823
33056,Brentwood Park,Park,25.95117,-80.25281
33055,Risco Park,Park,25.94616,-80.264
33140,Pine Tree Park,Park,25.8179,-80.1248
33157,Old Cutler Bike Rest Stop,Park,25.60173,-80.31465
33172,Ruben Dario Park,Park,25.7708,-80.35631
33176,Kendale Park,Park,25.68279,-80.36202
33173,Kendall Indian Hammocks Park,Park,25.6939,-80.37208
33183,Kendall Soccer Park,Park,25.69261,-80.3992
33173,Kendalwood Park,Park,25.69365,-80.34505
33032,Kevin Broils Park,Park,25.52411,-80.39508
33187,Kings Grant Park,Park,25.61877,-80.43962
33186,Kings Meadow Park,Park,25.67579,-80.42232
33178,Krome Ave Launching Area (Thompson),Park,25.92673,-80.45339
33193,Lago Mar Park,Park,25.69024,-80.45313
33055,Lake Stevens Park,Park,25.94048,-80.28658
33150,Larchmont Park,Park,25.85341,-80.20327
33177,Larry & Penny Thompson Park,Park,25.60452,-80.40841
33033,Leisure Lakes Park,Park,25.49395,-80.43408
33033,Leisure Park,Park,25.49508,-80.43983
33189,Lakes by the Bay Park,Park,25.56694,-80.32502
33140,Fairgreen Park,Park,25.80443,-80.12866
33141,Crespi Park & Playground,Park,25.86392,-80.12811
33136,Spring Garden Point,Park,25.77935,-80.20764
33167,Claude Pepper Park,Park,25.89869,-80.22135
33127,Woodson Mini Park/M. Design,Park,25.81101,-80.19109
33162,Harry Cohen Complex / Challenger Park,Park,25.92883,-80.1695
33161,Oleander Park,Park,25.88517,-80.22076
33160,North Park,Park,25.96951,-80.12101
33166,Rotary / Overbrook Shores Tot Lot,Park,25.88751,-80.20299
33138,Legion Picnic Islands,Park,25.83483,-80.17583
33127,West Buena Vista Mini Park,Park,25.81623,-80.21503
33140,Pace Park Picnic Islands,Park,25.79839,-80.17685
33133,William A. Cooper Park,Park,25.7256,-80.2614
33030,Phico Williams Community Center,Park,25.46681,-80.48878
33141,Normandy Isle Monument,Park,25.85564,-80.12868
33014,ML Tax Dist.- (p-35),Park,25.90902,-80.31908
33014,ML Tax Dist.- (p-36),Park,25.91023,-80.3155
33014,ML Tax Dist.- (p-37),Park,25.90578,-80.31533
33162,Schenkenberger Park,Park,25.93106,-80.16842
33142,"Jefferson Reaves, Sr. Park",Park,25.81956,-80.24626
33142,Joseph Caleb Community Center,Park,25.82507,-80.23379
33173,Boys & Girls Club of Miami- Kendall Unit,Park,25.68965,-80.34717
33178,M E Thompson Park,Park,25.92047,-80.44568
33032,Mangrove Preserve,Park,25.51497,-80.34025
33166,Manufacturers Industrial Park,Park,25.82871,-80.32757
33176,Pine Shore Pineland Preserve,Park,25.65065,-80.3743
33176,Pinewoods Park,Park,25.64709,-80.35709
33176,Sgt. Joseph Delancy Park,Park,25.63543,-80.37701
33170,Sharman Park,Park,25.56342,-80.39032
33179,Sierra Park,Park,25.95449,-80.19787
33179,Snake Creek Trail,Park,25.95176,-80.1916
33156,Snapper Creek Lake Parkway,Park,25.67235,-80.28373
33173,Snapper Creek Park,Park,25.6938,-80.35853
33173,Snapper Creek Trail,Park,25.71677,-80.38293
33167,Ben Franklin Park,Park,25.89635,-80.22028
33143,South Miami Community Center,Park,25.70906,-80.28792
33125,Fern Isle / South Fork Park,Park,25.78424,-80.23289
33138,Miami Shores Recreation Complex,Park,25.86632,-80.1824
33168,Oak Park,Park,25.88197,-80.20961
33180,Ojus Park,Park,25.95121,-80.14813
33143,Old Cutler Bike Path,Park,25.58305,-80.32782
33142,Olinda Park,Park,25.82198,-80.23154
33193,Olympic Park,Park,25.68678,-80.44138
33133,Pierce Park,Park,25.72965,-80.25592
33166,Miami Springs Community Center/ Aquatic Cente,Park,25.8218,-80.29905
33138,Baywood Park,Park,25.8398,-80.17706
33181,North Bayshore William Lehman Park,Park,25.88885,-80.15174
33141,Normandy Shores Park,Park,25.85571,-80.14529
33014,ML Tax Dist.- (p-63),Park,25.9125,-80.31392
33014,ML Tax Dist.- (p-02) loch lomond,Park,25.91732,-80.31648
33016,ML Tax Dist.- (p-73),Park,25.90952,-80.33689
